,region,price,details
1425,"Tarumajaya, Bekasi Kab.",Rp 1.600.000.000,5 KT - 3 KM - 120 m2
1426,"Tarumajaya, Bekasi Kab.",Rp 820.000.000,2 KT - 1 KM - 54 m2
1427,"Tarumajaya, Bekasi Kab.",Rp 1.400.000.000,3 KT - 3 KM - 69 m2
1428,"Tarumajaya, Bekasi Kab.",Rp 65.000.000,1 KT - 1 KM - 22 m2
1429,"Tarumajaya, Bekasi Kab.",Rp 950.000.000,3 KT - 3 KM - 90 m2
1430,"Cilincing, Jakarta Utara",Rp 1.200.000.000,4 KT - 4 KM - 112 m2
1431,"Koja, Jakarta Utara",Rp 1.000.000.000,2 KT - 1 KM - 65 m2
1432,"Tarumajaya, Bekasi Kab.",Rp 690.000.000,2 KT - 1 KM - 45 m2
1433,"Tarumajaya, Bekasi Kab.",Rp 250.000.000,2 KT - 1 KM - 36 m2
1434,"Koja, Jakarta Utara",Rp 875.600.000,3 KT - 3 KM - 96 m2
1435,"Koja, Jakarta Utara",Rp 2.700.000.000,3 KT - 2 KM - 120 m2
1436,"Koja, Jakarta Utara",Rp 99.000.002,2 KT - 1 KM - 24 m2
1437,"Cilincing, Jakarta Utara",Rp 99.000.000,2 KT - 1 KM - 22 m2
1438,"Tarumajaya, Bekasi Kab.",Rp 750.000.000,3 KT - 2 KM - 70 m2
1439,"Cilincing, Jakarta Utara",Rp 650.000.000,2 KT - 1 KM - 38 m2
1440,"Tarumajaya, Bekasi Kab.",Rp 420.000.000,2 KT - 1 KM - 80 m2
1441,"Tarumajaya, Bekasi Kab.",Rp 1.750.000.000,4 KT - 3 KM - 100 m2
1442,"Tarumajaya, Bekasi Kab.",Rp 2.700.000.000,3 KT - 3 KM - 120 m2
1443,"Koja, Jakarta Utara",Rp 900.000.000,3 KT - 3 KM - 58 m2
1444,"Koja, Jakarta Utara",Rp 389.300.005,2 KT - 1 KM - 36 m2
1445,"Tarumajaya, Bekasi Kab.",Rp 399.000.005,2 KT - 1 KM - 36 m2
1446,"Tarumajaya, Bekasi Kab.",Rp 900.000.000,3 KT - 3 KM - 58 m2
1447,"Cilincing, Jakarta Utara",Rp 1.679.000.000,4 KT - 4 KM - 98 m2
1448,"Cilincing, Jakarta Utara",Rp 800.000.000,2 KT - 1 KM - 50 m2
1449,"Tarumajaya, Bekasi Kab.",Rp 980.000.000,2 KT - 1 KM - 55 m2
1450,"Tarumajaya, Bekasi Kab.",Rp 1.550.000.000,3 KT - 2 KM - 70 m2
1451,"Tarumajaya, Bekasi Kab.",Rp 45.000.000.000,7 KT - 5 KM - 600 m2
1452,"Koja, Jakarta Utara",Rp 975.000.000,2 KT - 2 KM - 54 m2
1453,"Cilincing, Jakarta Utara",Rp 1.000.000.000,2 KT - 1 KM - 90 m2
1454,"Tarumajaya, Bekasi Kab.",Rp 385.000.000,2 KT - 1 KM - 50 m2
1455,"Tarumajaya, Bekasi Kab.",Rp 1.419.000.000,3 KT - 2 KM - 78 m2
1456,"Cilincing, Jakarta Utara",Rp 649.000.000,2 KT - 1 KM - 24 m2
1457,"Cilincing, Jakarta Utara",Rp 12.000.000.000,7 KT - 7 KM - 488 m2
1458,"Cilincing, Jakarta Utara",Rp 920.700.000,2 KT - 2 KM - 54 m2
1459,"Cilincing, Jakarta Utara",Rp 3.000.000.000,5 KT - 4 KM - 250 m2
1460,"Tarumajaya, Bekasi Kab.",Rp 695.000.000,2 KT - 1 KM - 84 m2
1461,"Tarumajaya, Bekasi Kab.",Rp 1.000.000.000,2 KT - 1 KM - 55 m2
1462,"Tarumajaya, Bekasi Kab.",Rp 3.000.000.000,5 KT - 5 KM - 250 m2
1463,"Tarumajaya, Bekasi Kab.",Rp 370.000.000,2 KT - 1 KM - 45 m2
1464,"Tarumajaya, Bekasi Kab.",Rp 390.000.002,2 KT - 1 KM - 42 m2
1465,"Koja, Jakarta Utara",Rp 525.000.000,2 KT - 1 KM - 45 m2
1466,"Tarumajaya, Bekasi Kab.",Rp 725.000.000,2 KT - 1 KM - 42 m2
1467,"Tarumajaya, Bekasi Kab.",Rp 2.000.000.000,3 KT - 2 KM - 165 m2
1468,"Koja, Jakarta Utara",Rp 3.500.000.000,3 KT - 3 KM - 200 m2
1469,"Koja, Jakarta Utara",Rp 600.000.000,3 KT - 3 KM - 100 m2
1470,"Koja, Jakarta Utara",Rp 1.490.000.000,3 KT - 3 KM - 70 m2
1471,"Tarumajaya, Bekasi Kab.",Rp 1.350.000.000,3 KT - 2 KM - 72 m2
1472,"Tarumajaya, Bekasi Kab.",Rp 1.050.000.000,2 KT - 1 KM - 55 m2
1473,"Tarumajaya, Bekasi Kab.",Rp 1.199.300.000,3 KT - 2 KM - 76 m2
1474,"Koja, Jakarta Utara",Rp 1.199.000.000,3 KT - 2 KM - 78 m2
1475,"Cilincing, Jakarta Utara",Rp 1.500.000.000,3 KT - 2 KM - 115 m2
1476,"Tarumajaya, Bekasi Kab.",Rp 470.000.000,2 KT - 1 KM - 120 m2
1477,"Koja, Jakarta Utara",Rp 120.000.000,2 KT - 1 KM - 50 m2
1478,"Tarumajaya, Bekasi Kab.",Rp 225.000.000,2 KT - 2 KM - 60 m2
1479,"Cilincing, Jakarta Utara",Rp 575.000.000,1 KT - 1 KM - 36 m2
1480,"Cilincing, Jakarta Utara",Rp 2.000.000.000,6 KT - 3 KM - 56 m2
1481,"Tarumajaya, Bekasi Kab.",Rp 900.000.000,5 KT - 5 KM - 0 m2
1482,"Koja, Jakarta Utara",Rp 1.495.000.000,3 KT - 2 KM - 64 m2
1483,"Tarumajaya, Bekasi Kab.",Rp 718.119.000,2 KT - 1 KM - 35 m2
1484,"Cilincing, Jakarta Utara",Rp 393.000.000,2 KT - 1 KM - 32 m2
1485,"Tarumajaya, Bekasi Kab.",Rp 719.150.000,2 KT - 1 KM - 37 m2
1486,"Koja, Jakarta Utara",Rp 435.000.000,2 KT - 1 KM - 50 m2
1487,"Tarumajaya, Bekasi Kab.",Rp 190.000.000,2 KT - 1 KM - 30 m2
1488,"Koja, Jakarta Utara",Rp 1.000.000.000,4 KT - 3 KM - 120 m2
1489,"Cilincing, Jakarta Utara",Rp 1.650.000.000,2 KT - 1 KM - 56 m2
1490,"Tarumajaya, Bekasi Kab.",Rp 1.350.000.000,3 KT - 3 KM - 69 m2
1491,"Tarumajaya, Bekasi Kab.",Rp 568.000.000,2 KT - 2 KM - 53 m2
1492,"Cilincing, Jakarta Utara",Rp 2.500.000.000,4 KT - 1 KM - 100 m2
1493,"Koja, Jakarta Utara",Rp 389.000.000,1 KT - 1 KM - 28 m2
1494,"Koja, Jakarta Utara",Rp 888.000.000,3 KT - 2 KM - 180 m2
1495,"Koja, Jakarta Utara",Rp 1.095.000.000,4 KT - 2 KM - 120 m2
1496,"Koja, Jakarta Utara",Rp 1.149.000.000,3 KT - 2 KM - 119 m2
1497,"Koja, Jakarta Utara",Rp 1.200.000.000,6 KT - 6 KM - 120 m2
1498,"Koja, Jakarta Utara",Rp 1.300.000.000,5 KT - 2 KM - 130 m2
1499,"Tarumajaya, Bekasi Kab.",Rp 1.050.000.000,4 KT - 4 KM - 130 m2
1500,"Tarumajaya, Bekasi Kab.",Rp 950.000.000,2 KT - 2 KM - 100 m2
1501,"Tarumajaya, Bekasi Kab.",Rp 2.800.000.000,4 KT - 4 KM - 400 m2
1502,"Tarumajaya, Bekasi Kab.",Rp 2.500.000.000,4 KT - 5 KM - 140 m2
1503,"Tarumajaya, Bekasi Kab.",Rp 9.800.000.000,6 KT - 6 KM - 400 m2
1504,"Tarumajaya, Bekasi Kab.",Rp 2.650.000.000,6 KT - 5 KM - 250 m2
1505,"Tarumajaya, Bekasi Kab.",Rp 650.000.000,3 KT - 1 KM - 36 m2
1506,"Tarumajaya, Bekasi Kab.",Rp 2.500.000.000,4 KT - 4 KM - 200 m2
1507,"Tarumajaya, Bekasi Kab.",Rp 2.850.000.000,5 KT - 4 KM - 250 m2
1508,"Tarumajaya, Bekasi Kab.",Rp 800.000.000,2 KT - 2 KM - 120 m2
1509,"Tarumajaya, Bekasi Kab.",Rp 774.000.000,2 KT - 1 KM - 96 m2
1510,"Tarumajaya, Bekasi Kab.",Rp 1.300.000.000,4 KT - 3 KM - 160 m2
1511,"Tarumajaya, Bekasi Kab.",Rp 1.400.000.000,5 KT - 4 KM - 200 m2
1512,"Tarumajaya, Bekasi Kab.",Rp 600.000.000,2 KT - 1 KM - 50 m2
1513,"Tarumajaya, Bekasi Kab.",Rp 310.000.000,1 KT - 1 KM - 45 m2
1514,"Tarumajaya, Bekasi Kab.",Rp 225.000.000,2 KT - 1 KM - 60 m2
1515,"Tarumajaya, Bekasi Kab.",Rp 2.600.000.000,4 KT - 4 KM - 133 m2
1516,"Tarumajaya, Bekasi Kab.",Rp 545.000.000,2 KT - 1 KM - 45 m2
1517,"Tarumajaya, Bekasi Kab.",Rp 425.000.000,2 KT - 1 KM - 38 m2
1518,"Koja, Jakarta Utara",Rp 550.000.000,2 KT - 1 KM - 75 m2
1519,"Cilincing, Jakarta Utara",Rp 690.000.000,2 KT - 1 KM - 60 m2
1520,"Tarumajaya, Bekasi Kab.",Rp 525.000.000,2 KT - 1 KM - 45 m2
1521,"Tarumajaya, Bekasi Kab.",Rp 842.000.000,3 KT - 2 KM - 60 m2
1522,"Koja, Jakarta Utara",Rp 550.000.000,2 KT - 1 KM - 36 m2
1523,"Tarumajaya, Bekasi Kab.",Rp 1.700.000.000,3 KT - 1 KM - 60 m2
1524,"Cilincing, Jakarta Utara",Rp 280.000.000,2 KT - 1 KM - 45 m2
1525,"Koja, Jakarta Utara",Rp 719.200.000,2 KT - 1 KM - 35 m2
1526,"Koja, Jakarta Utara",Rp 709.000.000,2 KT - 1 KM - 34 m2
1527,"Cilincing, Jakarta Utara",Rp 535.000.000,2 KT - 2 KM - 60 m2
1528,"Tarumajaya, Bekasi Kab.",Rp 925.000.000,2 KT - 1 KM - 120 m2
1529,"Tarumajaya, Bekasi Kab.",Rp 335.000.000,2 KT - 2 KM - 50 m2
1530,"Tarumajaya, Bekasi Kab.",Rp 230.000.000,2 KT - 2 KM - 46 m2
1531,"Cilincing, Jakarta Utara",Rp 800.000.000,3 KT - 10 KM - 53 m2
1532,"Tarumajaya, Bekasi Kab.",Rp 410.000.000,2 KT - 2 KM - 55 m2
1533,"Tarumajaya, Bekasi Kab.",Rp 1.750.000.000,2 KT - 2 KM - 73 m2
1534,"Tarumajaya, Bekasi Kab.",Rp 2.850.000.000,4 KT - 3 KM - 150 m2
1535,"Koja, Jakarta Utara",Rp 3.000.000.000,4 KT - 2 KM - 140 m2
1536,"Cilincing, Jakarta Utara",Rp 550.000.000,3 KT - 1 KM - 60 m2
1537,"Tarumajaya, Bekasi Kab.",Rp 1.200.000.000,3 KT - 2 KM - 150 m2
1538,"Tarumajaya, Bekasi Kab.",Rp 670.000.000,2 KT - 1 KM - 52 m2
1539,"Tarumajaya, Bekasi Kab.",Rp 789.000.000,2 KT - 1 KM - 38 m2
1540,"Koja, Jakarta Utara",Rp 2.100.000.000,3 KT - 2 KM - 124 m2
1541,"Tarumajaya, Bekasi Kab.",Rp 1.000.000.000,3 KT - 2 KM - 111 m2
1542,"Cilincing, Jakarta Utara",Rp 719.000.000,2 KT - 1 KM - 36 m2
1543,"Cilincing, Jakarta Utara",Rp 399.000.005,2 KT - 1 KM - 36 m2
1544,"Tarumajaya, Bekasi Kab.",Rp 1.100.000.000,3 KT - 2 KM - 130 m2
1545,"Cilincing, Jakarta Utara",Rp 1.550.000.000,3 KT - 4 KM - 135 m2
1546,"Tarumajaya, Bekasi Kab.",Rp 1.300.000.000,4 KT - 2 KM - 200 m2
1547,"Tarumajaya, Bekasi Kab.",Rp 2.600.000.000,2 KT - 2 KM - 75 m2
1548,"Tarumajaya, Bekasi Kab.",Rp 595.000.000,2 KT - 1 KM - 75 m2
1549,"Tarumajaya, Bekasi Kab.",Rp 220.000.000,2 KT - 1 KM - 38 m2
1550,"Tarumajaya, Bekasi Kab.",Rp 2.300.000.000,3 KT - 2 KM - 105 m2
1551,"Koja, Jakarta Utara",Rp 2.100.000.000,3 KT - 4 KM - 150 m2
1552,"Koja, Jakarta Utara",Rp 1.200.000.000,4 KT - 2 KM - 100 m2
1553,"Tarumajaya, Bekasi Kab.",Rp 850.000.000,6 KT - 3 KM - 100 m2
1554,"Koja, Jakarta Utara",Rp 2.550.000.000,4 KT - 3 KM - 104 m2
1555,"Koja, Jakarta Utara",Rp 350.000.000,2 KT - 1 KM - 50 m2
1556,"Tarumajaya, Bekasi Kab.",Rp 5.000.000.000,5 KT - 4 KM - 316 m2
1557,"Tarumajaya, Bekasi Kab.",Rp 2.800.000.000,3 KT - 2 KM - 220 m2
1558,"Cilincing, Jakarta Utara",Rp 1.250.000.000,3 KT - 1 KM - 200 m2
1559,"Koja, Jakarta Utara",Rp 625.000.000,2 KT - 1 KM - 33 m2
1560,"Tarumajaya, Bekasi Kab.",Rp 3.500.000.000,3 KT - 3 KM - 205 m2
1561,"Tarumajaya, Bekasi Kab.",Rp 775.000.000,3 KT - 2 KM - 53 m2
1562,"Tarumajaya, Bekasi Kab.",Rp 750.000.000,3 KT - 2 KM - 45 m2
1563,"Cilincing, Jakarta Utara",Rp 2.200.000.000,6 KT - 4 KM - 400 m2
1564,"Koja, Jakarta Utara",Rp 585.000.000,2 KT - 1 KM - 45 m2
1565,"Tarumajaya, Bekasi Kab.",Rp 435.000.000,2 KT - 1 KM - 36 m2
1566,"Tarumajaya, Bekasi Kab.",Rp 1.200.000.000,3 KT - 3 KM - 76 m2
1567,"Cilincing, Jakarta Utara",Rp 887.000.000,2 KT - 2 KM - 54 m2
1568,"Cilincing, Jakarta Utara",Rp 800.000.000,3 KT - 1 KM - 53 m2
1569,"Tarumajaya, Bekasi Kab.",Rp 725.000.000,3 KT - 2 KM - 66 m2
1570,"Tarumajaya, Bekasi Kab.",Rp 295.000.000,2 KT - 1 KM - 50 m2
1571,"Tarumajaya, Bekasi Kab.",Rp 235.000.000,1 KT - 1 KM - 60 m2
1572,"Cilincing, Jakarta Utara",Rp 840.000.000,2 KT - 1 KM - 70 m2
1573,"Tarumajaya, Bekasi Kab.",Rp 1.268.000.000,4 KT - 3 KM - 300 m2
1574,"Koja, Jakarta Utara",Rp 550.000.000,2 KT - 1 KM - 90 m2
1575,"Tarumajaya, Bekasi Kab.",Rp 695.000.000,2 KT - 1 KM - 50 m2
1576,"Tarumajaya, Bekasi Kab.",Rp 1.500.000.000,3 KT - 3 KM - 69 m2
1577,"Tarumajaya, Bekasi Kab.",Rp 1.200.000.000,2 KT - 1 KM - 60 m2
1578,"Cilincing, Jakarta Utara",Rp 5.000.000.000,5 KT - 4 KM - 316 m2
1579,"Tarumajaya, Bekasi Kab.",Rp 925.000.000,2 KT - 1 KM - 70 m2
1580,"Tarumajaya, Bekasi Kab.",Rp 690.000.000,2 KT - 1 KM - 60 m2
1581,"Tarumajaya, Bekasi Kab.",Rp 550.000.000,2 KT - 1 KM - 36 m2
1582,"Tarumajaya, Bekasi Kab.",Rp 900.000.000,4 KT - 1 KM - 128 m2
1583,"Koja, Jakarta Utara",Rp 750.000.000,2 KT - 1 KM - 65 m2
1584,"Koja, Jakarta Utara",Rp 1.275.000.000,4 KT - 2 KM - 100 m2
1585,"Tarumajaya, Bekasi Kab.",Rp 1.650.000.000,2 KT - 2 KM - 120 m2
1586,"Tarumajaya, Bekasi Kab.",Rp 1.200.000.000,3 KT - 3 KM - 77 m2
1587,"Tarumajaya, Bekasi Kab.",Rp 270.000.000,1 KT - 1 KM - 33 m2
1588,"Koja, Jakarta Utara",Rp 100.000.000,2 KT - 1 KM - 70 m2
1589,"Tarumajaya, Bekasi Kab.",Rp 564.000.000,3 KT - 1 KM - 80 m2
1590,"Koja, Jakarta Utara",Rp 690.000.000,2 KT - 1 KM - 60 m2
1591,"Tarumajaya, Bekasi Kab.",Rp 500.000.000,1 KT - 1 KM - 375 m2
1592,"Koja, Jakarta Utara",Rp 1.347.000.000,3 KT - 2 KM - 56 m2
1593,"Tarumajaya, Bekasi Kab.",Rp 2.500.000.000,4 KT - 2 KM - 200 m2
1594,"Tarumajaya, Bekasi Kab.",Rp 1.275.000.000,4 KT - 2 KM - 100 m2
1595,"Tarumajaya, Bekasi Kab.",Rp 8.000.000.000,4 KT - 4 KM - 600 m2
1596,"Koja, Jakarta Utara",Rp 9.000.000.000,3 KT - 3 KM - 180 m2
1597,"Koja, Jakarta Utara",Rp 1.200.000.000,3 KT - 3 KM - 77 m2
1598,"Tarumajaya, Bekasi Kab.",Rp 750.000.000,3 KT - 2 KM - 94 m2
1599,"Tarumajaya, Bekasi Kab.",Rp 1.300.000.000,5 KT - 3 KM - 122 m2
1600,"Cilincing, Jakarta Utara",Rp 480.000.000,2 KT - 1 KM - 48 m2
1601,"Koja, Jakarta Utara",Rp 1.275.000.000,3 KT - 1 KM - 100 m2
1602,"Tarumajaya, Bekasi Kab.",Rp 4.800.000.000,4 KT - 3 KM - 200 m2
1603,"Koja, Jakarta Utara",Rp 9.800.000.000,3 KT - 3 KM - 250 m2
1604,"Koja, Jakarta Utara",Rp 7.200.000.000,4 KT - 3 KM - 200 m2
1605,"Koja, Jakarta Utara",Rp 1.200.000.000,3 KT - 2 KM - 57 m2
1606,"Tarumajaya, Bekasi Kab.",Rp 440.000.000,2 KT - 1 KM - 50 m2
1607,"Tarumajaya, Bekasi Kab.",Rp 1.275.000.000,3 KT - 1 KM - 100 m2
1608,"Tarumajaya, Bekasi Kab.",Rp 17.000.000.000,6 KT - 6 KM - 1050 m2
1609,"Koja, Jakarta Utara",Rp 575.000.000,2 KT - 2 KM - 60 m2
1610,"Tarumajaya, Bekasi Kab.",Rp 250.000.000,3 KT - 1 KM - 60 m2
1611,"Koja, Jakarta Utara",Rp 295.000.000,2 KT - 1 KM - 50 m2
1612,"Tarumajaya, Bekasi Kab.",Rp 3.600.000.000,3 KT - 2 KM - 210 m2
1613,"Cilincing, Jakarta Utara",Rp 135.000.000,2 KT - 1 KM - 36 m2
1614,"Cilincing, Jakarta Utara",Rp 22.800.000.000,&gt;10 KT - &gt;10 KM - 406 m2
1615,"Tarumajaya, Bekasi Kab.",Rp 1.400.000.000,5 KT - 2 KM - 220 m2
1616,"Tarumajaya, Bekasi Kab.",Rp 1.100.800.000,3 KT - 3 KM - 108 m2
1617,"Cilincing, Jakarta Utara",Rp 1.400.000.000,5 KT - 2 KM - 220 m2
1618,"Tarumajaya, Bekasi Kab.",Rp 450.000.000,2 KT - 1 KM - 80 m2
1619,"Tarumajaya, Bekasi Kab.",Rp 800.000.000,3 KT - 2 KM - 70 m2
1620,"Tarumajaya, Bekasi Kab.",Rp 480.000.000,2 KT - 1 KM - 28 m2
1621,"Tarumajaya, Bekasi Kab.",Rp 99.000.000,2 KT - 2 KM - 32 m2
1622,"Cilincing, Jakarta Utara",Rp 1.200.000.000,2 KT - 1 KM - 45 m2
1623,"Tarumajaya, Bekasi Kab.",Rp 285.000.000,2 KT - 1 KM - 36 m2
1624,"Cilincing, Jakarta Utara",Rp 750.000.000,2 KT - 1 KM - 52 m2
1625,"Tarumajaya, Bekasi Kab.",Rp 1.200.112.000,3 KT - 2 KM - 112 m2
1626,"Koja, Jakarta Utara",Rp 1.550.000.000,3 KT - 2 KM - 70 m2
1627,"Tarumajaya, Bekasi Kab.",Rp 13.500.000.000,4 KT - 4 KM - 700 m2
1628,"Tarumajaya, Bekasi Kab.",Rp 3.250.000.000,2 KT - 2 KM - 126 m2
1629,"Koja, Jakarta Utara",Rp 389.300.000,2 KT - 1 KM - 36 m2
1630,"Tarumajaya, Bekasi Kab.",Rp 399.000.000,2 KT - 1 KM - 36 m2
1631,"Tarumajaya, Bekasi Kab.",Rp 1.150.000.000,3 KT - 2 KM - 126 m2
1632,"Tarumajaya, Bekasi Kab.",Rp 4.250.000.000,6 KT - 5 KM - 162 m2
1633,"Cilincing, Jakarta Utara",Rp 650.000.000,2 KT - 1 KM - 72 m2
1634,"Tarumajaya, Bekasi Kab.",Rp 760.000.000,3 KT - 3 KM - 70 m2
1635,"Cilincing, Jakarta Utara",Rp 185.000.000,1 KT - 1 KM - 28 m2
1636,"Cilincing, Jakarta Utara",Rp 2.800.000.000,&gt;10 KT - &gt;10 KM - 172 m2
1637,"Tarumajaya, Bekasi Kab.",Rp 170.000.000,2 KT - 1 KM - 40 m2
1638,"Tarumajaya, Bekasi Kab.",Rp 650.000.000,1 KT - 1 KM - 90 m2
1639,"Cilincing, Jakarta Utara",Rp 2.100.000.000,5 KT - 3 KM - 190 m2
1640,"Koja, Jakarta Utara",Rp 850.000.000,3 KT - 2 KM - 90 m2
1641,"Tarumajaya, Bekasi Kab.",Rp 450.000.000,2 KT - 1 KM - 50 m2
1642,"Tarumajaya, Bekasi Kab.",Rp 18.500.000.000,3 KT - 3 KM - 600 m2
1643,"Koja, Jakarta Utara",Rp 1.100.000.000,3 KT - 2 KM - 100 m2
1644,"Tarumajaya, Bekasi Kab.",Rp 1.300.000.000,4 KT - 3 KM - 140 m2
1645,"Tarumajaya, Bekasi Kab.",Rp 1.100.000.000,4 KT - 2 KM - 130 m2
1646,"Tarumajaya, Bekasi Kab.",Rp 1.100.000.000,2 KT - 1 KM - 110 m2
1647,"Tarumajaya, Bekasi Kab.",Rp 1.100.000.000,2 KT - 2 KM - 70 m2
1648,"Tarumajaya, Bekasi Kab.",Rp 1.895.000.000,3 KT - 3 KM - 80 m2
1649,"Tarumajaya, Bekasi Kab.",Rp 650.000.000,2 KT - 1 KM - 72 m2
1650,"Tarumajaya, Bekasi Kab.",Rp 1.175.000.000,2 KT - 1 KM - 55 m2
1651,"Tarumajaya, Bekasi Kab.",Rp 65.000.000.000,4 KT - 4 KM - 1500 m2
1652,"Koja, Jakarta Utara",Rp 1.200.000.000,4 KT - 2 KM - 130 m2
1653,"Tarumajaya, Bekasi Kab.",Rp 5.000.000.000,3 KT - 3 KM - 180 m2
1654,"Koja, Jakarta Utara",Rp 389.300.040,2 KT - 1 KM - 36 m2
1655,"Tarumajaya, Bekasi Kab.",Rp 11.800.000.000,4 KT - 4 KM - 600 m2
1656,"Koja, Jakarta Utara",Rp 25.000.000.000,4 KT - 4 KM - 700 m2
1657,"Koja, Jakarta Utara",Rp 2.300.000.000,6 KT - 4 KM - 320 m2
1658,"Tarumajaya, Bekasi Kab.",Rp 5.200.000.000,4 KT - 3 KM - 180 m2
1659,"Koja, Jakarta Utara",Rp 3.000.000.000,4 KT - 4 KM - 260 m2
1660,"Tarumajaya, Bekasi Kab.",Rp 13.000.000.000,3 KT - 3 KM - 300 m2
1661,"Kelapa Gading, Jakarta Utara",Rp 2.200.000.000,3 KT - 2 KM - 102 m2
1662,"Kelapa Gading, Jakarta Utara",Rp 5.500.000.000,3 KT - 3 KM - 153 m2
1663,"Kelapa Gading, Jakarta Utara",Rp 5.400.000.000,5 KT - 4 KM - 145 m2
1664,"Kelapa Gading, Jakarta Utara",Rp 3.500.000.000,3 KT - 2 KM - 100 m2
1665,"Kelapa Gading, Jakarta Utara",Rp 2.700.000.000,&gt;10 KT - 2 KM - 82 m2
1666,"Kelapa Gading, Jakarta Utara",Rp 5.000.000.000,3 KT - 3 KM - 170 m2
1667,"Kelapa Gading, Jakarta Utara",Rp 2.000.000.000,3 KT - 2 KM - 95 m2
1668,"Kelapa Gading, Jakarta Utara",Rp 5.000.000.000,5 KT - 4 KM - 150 m2
1669,"Kelapa Gading, Jakarta Utara",Rp 3.200.000.000,3 KT - 4 KM - 175 m2
1670,"Kelapa Gading, Jakarta Utara",Rp 4.000.000.000,&gt;10 KT - &gt;10 KM - 250 m2
1671,"Kelapa Gading, Jakarta Utara",Rp 1.800.000.000,3 KT - 2 KM - 150 m2
1672,"Kelapa Gading, Jakarta Utara",Rp 26.000.000.000,6 KT - 6 KM - 850 m2
1673,"Kelapa Gading, Jakarta Utara",Rp 1.300.000.000,3 KT - 2 KM - 90 m2
1674,"Kelapa Gading, Jakarta Utara",Rp 7.500.000.000,3 KT - 3 KM - 330 m2
1675,"Kelapa Gading, Jakarta Utara",Rp 4.300.000.000,5 KT - 4 KM - 285 m2
1676,"Kelapa Gading, Jakarta Utara",Rp 2.400.000.000,6 KT - 4 KM - 145 m2
1677,"Kelapa Gading, Jakarta Utara",Rp 2.500.000.000,3 KT - 2 KM - 102 m2
1678,"Kelapa Gading, Jakarta Utara",Rp 3.200.000.000,&gt;10 KT - 5 KM - 240 m2
1679,"Kelapa Gading, Jakarta Utara",Rp 6.500.000.000,4 KT - 3 KM - 234 m2
1680,"Kelapa Gading, Jakarta Utara",Rp 5.900.000.000,6 KT - 4 KM - 250 m2
1681,"Kelapa Gading, Jakarta Utara",Rp 1.895.000.000,3 KT - 3 KM - 120 m2
1682,"Kelapa Gading, Jakarta Utara",Rp 6.000.000.000,4 KT - 3 KM - 228 m2
1683,"Kelapa Gading, Jakarta Utara",Rp 5.750.000.000,6 KT - 3 KM - 135 m2
1684,"Kelapa Gading, Jakarta Utara",Rp 4.300.000.000,4 KT - 4 KM - 270 m2
1685,"Kelapa Gading, Jakarta Utara",Rp 6.900.000.000,6 KT - 3 KM - 270 m2
1686,"Kelapa Gading, Jakarta Utara",Rp 2.600.000.000,4 KT - 3 KM - 200 m2
1687,"Kelapa Gading, Jakarta Utara",Rp 1.350.000.000,3 KT - 2 KM - 130 m2
1688,"Kelapa Gading, Jakarta Utara",Rp 6.100.000.000,5 KT - 5 KM - 440 m2
1689,"Kelapa Gading, Jakarta Utara",Rp 6.500.000.000,4 KT - 3 KM - 285 m2
1690,"Kelapa Gading, Jakarta Utara",Rp 3.700.000.000,4 KT - 3 KM - 240 m2
1691,"Kelapa Gading, Jakarta Utara",Rp 7.500.000.000,6 KT - 4 KM - 500 m2
1692,"Kelapa Gading, Jakarta Utara",Rp 7.900.000.000,6 KT - 5 KM - 500 m2
1693,"Kelapa Gading, Jakarta Utara",Rp 2.600.000.000,5 KT - 3 KM - 190 m2
1694,"Kelapa Gading, Jakarta Utara",Rp 8.000.000.000,5 KT - 4 KM - 495 m2
1695,"Kelapa Gading, Jakarta Utara",Rp 23.600.000.000,4 KT - 6 KM - 1000 m2
1696,"Kelapa Gading, Jakarta Utara",Rp 4.500.000.000,4 KT - 4 KM - 260 m2
1697,"Kelapa Gading, Jakarta Utara",Rp 2.400.000.000,4 KT - 4 KM - 120 m2
1698,"Kelapa Gading, Jakarta Utara",Rp 4.800.000.000,5 KT - 4 KM - 264 m2
1699,"Kelapa Gading, Jakarta Utara",Rp 2.300.000.000,5 KT - 3 KM - 180 m2
1700,"Kelapa Gading, Jakarta Utara",Rp 2.100.000.000,4 KT - 3 KM - 160 m2
1701,"Kelapa Gading, Jakarta Utara",Rp 5.200.000.000,5 KT - 4 KM - 240 m2
1702,"Kelapa Gading, Jakarta Utara",Rp 5.000.000.000,5 KT - 4 KM - 350 m2
1703,"Kelapa Gading, Jakarta Utara",Rp 6.500.000.000,4 KT - 3 KM - 360 m2
1704,"Kelapa Gading, Jakarta Utara",Rp 6.500.000.000,5 KT - 4 KM - 230 m2
1705,"Kelapa Gading, Jakarta Utara",Rp 6.000.000.000,4 KT - 3 KM - 290 m2
1706,"Kelapa Gading, Jakarta Utara",Rp 5.100.000.000,4 KT - 2 KM - 195 m2
1707,"Kelapa Gading, Jakarta Utara",Rp 6.000.000.000,4 KT - 3 KM - 230 m2
1708,"Kelapa Gading, Jakarta Utara",Rp 7.000.000.000,6 KT - 4 KM - 221 m2
1709,"Kelapa Gading, Jakarta Utara",Rp 5.400.000.000,7 KT - 4 KM - 425 m2
1710,"Kelapa Gading, Jakarta Utara",Rp 2.300.000.000,6 KT - 4 KM - 300 m2
